filename,file_size,file_attributes,region_count,region_id,region_shape_attributes,region_attributes
RearCam_Female_Expression_Fear_50percentEyeState_00000004.jpg,4202901,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",20,0,"{""name"":""point"",""cx"":962,""cy"":1534}","{}"
RearCam_Female_Expression_Fear_50percentEyeState_00000004.jpg,4202901,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",20,1,"{""name"":""point"",""cx"":1021,""cy"":1499}","{}"
RearCam_Female_Expression_Fear_50percentEyeState_00000004.jpg,4202901,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",20,2,"{""name"":""point"",""cx"":1083,""cy"":1481}","{}"
RearCam_Female_Expression_Fear_50percentEyeState_00000004.jpg,4202901,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",20,3,"{""name"":""point"",""cx"":1154,""cy"":1478}","{}"
RearCam_Female_Expression_Fear_50percentEyeState_00000004.jpg,4202901,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",20,4,"{""name"":""point"",""cx"":1225,""cy"":1478}","{}"
RearCam_Female_Expression_Fear_50percentEyeState_00000004.jpg,4202901,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",20,5,"{""name"":""point"",""cx"":1307,""cy"":1495}","{}"
RearCam_Female_Expression_Fear_50percentEyeState_00000004.jpg,4202901,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",20,6,"{""name"":""point"",""cx"":1279,""cy"":1535}","{}"
RearCam_Female_Expression_Fear_50percentEyeState_00000004.jpg,4202901,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",20,7,"{""name"":""point"",""cx"":1212,""cy"":1557}","{}"
RearCam_Female_Expression_Fear_50percentEyeState_00000004.jpg,4202901,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",20,8,"{""name"":""point"",""cx"":1159,""cy"":1568}","{}"
RearCam_Female_Expression_Fear_50percentEyeState_00000004.jpg,4202901,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",20,9,"{""name"":""point"",""cx"":1076,""cy"":1566}","{}"
RearCam_Female_Expression_Fear_50percentEyeState_00000004.jpg,4202901,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",20,10,"{""name"":""point"",""cx"":2014,""cy"":1534}","{}"
