filename,file_size,file_attributes,region_count,region_id,region_shape_attributes,region_attributes
RearCam_Female_Expression_Sad_100percentEyeState_00000026.jpg,3623716,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",20,0,"{""name"":""point"",""cx"":1016,""cy"":1471}","{}"
RearCam_Female_Expression_Sad_100percentEyeState_00000026.jpg,3623716,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",20,1,"{""name"":""point"",""cx"":1468,""cy"":1511}","{}"
RearCam_Female_Expression_Sad_100percentEyeState_00000026.jpg,3623716,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",20,2,"{""name"":""point"",""cx"":1108,""cy"":1486}","{}"
RearCam_Female_Expression_Sad_100percentEyeState_00000026.jpg,3623716,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",20,3,"{""name"":""point"",""cx"":1174,""cy"":1511}","{}"
RearCam_Female_Expression_Sad_100percentEyeState_00000026.jpg,3623716,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",20,4,"{""name"":""point"",""cx"":1253,""cy"":1511}","{}"
RearCam_Female_Expression_Sad_100percentEyeState_00000026.jpg,3623716,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",20,5,"{""name"":""point"",""cx"":1320,""cy"":1507}","{}"
RearCam_Female_Expression_Sad_100percentEyeState_00000026.jpg,3623716,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",20,6,"{""name"":""point"",""cx"":1104,""cy"":1547}","{}"
RearCam_Female_Expression_Sad_100percentEyeState_00000026.jpg,3623716,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",20,7,"{""name"":""point"",""cx"":1188,""cy"":1561}","{}"
RearCam_Female_Expression_Sad_100percentEyeState_00000026.jpg,3623716,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",20,8,"{""name"":""point"",""cx"":1261,""cy"":1568}","{}"
RearCam_Female_Expression_Sad_100percentEyeState_00000026.jpg,3623716,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",20,9,"{""name"":""point"",""cx"":1329,""cy"":1561}","{}"
RearCam_Female_Expression_Sad_100percentEyeState_00000026.jpg,3623716,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",20,10,"{""name"":""point"",""cx"":2111,""cy"":1600}","{}"
RearCam_Female_Expression_Sad_100percentEyeState_00000026.jpg,3623716,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",20,11,"{""name"":""point"",""cx"":2530,""cy"":1674}","{}"
RearCam_Female_Expression_Sad_100percentEyeState_00000026.jpg,3623716,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",20,12,"{""name"":""point"",""cx"":2215,""cy"":1616}","{}"
RearCam_Female_Expression_Sad_100percentEyeState_00000026.jpg,3623716,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",20,13,"{""name"":""point"",""cx"":2287,""cy"":1656}","{}"
RearCam_Female_Expression_Sad_100percentEyeState_00000026.jpg,3623716,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",20,14,"{""name"":""point"",""cx"":2353,""cy"":1667}","{}"
