filename,file_size,file_attributes,region_count,region_id,region_shape_attributes,region_attributes
Rear_1m_dim_female_happy_partially_open__04.jpg,3136414,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",20,0,"{""name"":""point"",""cx"":1308,""cy"":1379}","{}"
Rear_1m_dim_female_happy_partially_open__04.jpg,3136414,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",20,1,"{""name"":""point"",""cx"":1383,""cy"":1364}","{}"
Rear_1m_dim_female_happy_partially_open__04.jpg,3136414,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",20,2,"{""name"":""point"",""cx"":1451,""cy"":1364}","{}"
Rear_1m_dim_female_happy_partially_open__04.jpg,3136414,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",20,3,"{""name"":""point"",""cx"":1511,""cy"":1370}","{}"
Rear_1m_dim_female_happy_partially_open__04.jpg,3136414,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",20,4,"{""name"":""point"",""cx"":1561,""cy"":1389}","{}"
Rear_1m_dim_female_happy_partially_open__04.jpg,3136414,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",20,5,"{""name"":""point"",""cx"":1345,""cy"":1420}","{}"
Rear_1m_dim_female_happy_partially_open__04.jpg,3136414,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",20,6,"{""name"":""point"",""cx"":1405,""cy"":1426}","{}"
Rear_1m_dim_female_happy_partially_open__04.jpg,3136414,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",20,7,"{""name"":""point"",""cx"":1451,""cy"":1433}","{}"
Rear_1m_dim_female_happy_partially_open__04.jpg,3136414,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",20,8,"{""name"":""point"",""cx"":1501,""cy"":1426}","{}"
Rear_1m_dim_female_happy_partially_open__04.jpg,3136414,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",20,9,"{""name"":""point"",""cx"":1542,""cy"":1420}","{}"
Rear_1m_dim_female_happy_partially_open__04.jpg,3136414,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",20,10,"{""name"":""point"",""cx"":1880,""cy"":1383}","{}"
Rear_1m_dim_female_happy_partially_open__04.jpg,3136414,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",20,11,"{""name"":""point"",""cx"":1946,""cy"":1367}","{}"
Rear_1m_dim_female_happy_partially_open__04.jpg,3136414,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",20,12,"{""name"":""point"",""cx"":2008,""cy"":1361}","{}"
Rear_1m_dim_female_happy_partially_open__04.jpg,3136414,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",20,13,"{""name"":""point"",""cx"":2068,""cy"":1361}","{}"
Rear_1m_dim_female_happy_partially_open__04.jpg,3136414,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",20,14,"{""name"":""point"",""cx"":2111,""cy"":1367}","{}"
Rear_1m_dim_female_happy_partially_open__04.jpg,3136414,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",20,15,"{""name"":""point"",""cx"":1914,""cy"":1414}","{}"
Rear_1m_dim_female_happy_partially_open__04.jpg,3136414,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",20,16,"{""name"":""point"",""cx"":1968,""cy"":1430}","{}"
Rear_1m_dim_female_happy_partially_open__04.jpg,3136414,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",20,17,"{""name"":""point"",""cx"":2008,""cy"":1430}","{}"
Rear_1m_dim_female_happy_partially_open__04.jpg,3136414,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",20,18,"{""name"":""point"",""cx"":2043,""cy"":1423}","{}"
