filename,file_size,file_attributes,region_count,region_id,region_shape_attributes,region_attributes
RearCam_Female_Spectacles_100percentEyeState_000001.jpg,3340256,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",20,0,"{""name"":""point"",""cx"":1388,""cy"":1463}","{}"
RearCam_Female_Spectacles_100percentEyeState_000001.jpg,3340256,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",20,1,"{""name"":""point"",""cx"":1752,""cy"":1467}","{}"
RearCam_Female_Spectacles_100percentEyeState_000001.jpg,3340256,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",20,2,"{""name"":""point"",""cx"":1460,""cy"":1471}","{}"
RearCam_Female_Spectacles_100percentEyeState_000001.jpg,3340256,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",20,3,"{""name"":""point"",""cx"":1515,""cy"":1486}","{}"
RearCam_Female_Spectacles_100percentEyeState_000001.jpg,3340256,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",20,4,"{""name"":""point"",""cx"":1561,""cy"":1486}","{}"
RearCam_Female_Spectacles_100percentEyeState_000001.jpg,3340256,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",20,5,"{""name"":""point"",""cx"":1625,""cy"":1473}","{}"
RearCam_Female_Spectacles_100percentEyeState_000001.jpg,3340256,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",20,6,"{""name"":""point"",""cx"":1463,""cy"":1508}","{}"
RearCam_Female_Spectacles_100percentEyeState_000001.jpg,3340256,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",20,7,"{""name"":""point"",""cx"":1513,""cy"":1514}","{}"
RearCam_Female_Spectacles_100percentEyeState_000001.jpg,3340256,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",20,8,"{""name"":""point"",""cx"":1560,""cy"":1509}","{}"
RearCam_Female_Spectacles_100percentEyeState_000001.jpg,3340256,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",20,9,"{""name"":""point"",""cx"":1627,""cy"":1501}","{}"
RearCam_Female_Spectacles_100percentEyeState_000001.jpg,3340256,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",20,10,"{""name"":""point"",""cx"":2194,""cy"":1477}","{}"
RearCam_Female_Spectacles_100percentEyeState_000001.jpg,3340256,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",20,11,"{""name"":""point"",""cx"":2585,""cy"":1451}","{}"
RearCam_Female_Spectacles_100percentEyeState_000001.jpg,3340256,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",20,12,"{""name"":""point"",""cx"":2296,""cy"":1473}","{}"
RearCam_Female_Spectacles_100percentEyeState_000001.jpg,3340256,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",20,13,"{""name"":""point"",""cx"":2350,""cy"":1478}","{}"
RearCam_Female_Spectacles_100percentEyeState_000001.jpg,3340256,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",20,14,"{""name"":""point"",""cx"":2402,""cy"":1482}","{}"
RearCam_Female_Spectacles_100percentEyeState_000001.jpg,3340256,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",20,15,"{""name"":""point"",""cx"":2442,""cy"":1476}","{}"
RearCam_Female_Spectacles_100percentEyeState_000001.jpg,3340256,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",20,16,"{""name"":""point"",""cx"":2297,""cy"":1503}","{}"
RearCam_Female_Spectacles_100percentEyeState_000001.jpg,3340256,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",20,17,"{""name"":""point"",""cx"":2341,""cy"":1507}","{}"
RearCam_Female_Spectacles_100percentEyeState_000001.jpg,3340256,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",20,18,"{""name"":""point"",""cx"":2396,""cy"":1511}","{}"
RearCam_Female_Spectacles_100percentEyeState_000001.jpg,3340256,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",20,19,"{""name"":""point"",""cx"":2444,""cy"":1506}","{}"
RearCam_Female_Spectacles_100percentEyeState_000002.jpg,3351161,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",20,0,"{""name"":""point"",""cx"":1408,""cy"":1472}","{}"
RearCam_Female_Spectacles_100percentEyeState_000002.jpg,3351161,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",20,1,"{""name"":""point"",""cx"":1731,""cy"":1486}","{}"
RearCam_Female_Spectacles_100percentEyeState_000002.jpg,3351161,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",20,2,"{""name"":""point"",""cx"":1499,""cy"":1494}","{}"
RearCam_Female_Spectacles_100percentEyeState_000002.jpg,3351161,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",20,3,"{""name"":""point"",""cx"":1542,""cy"":1501}","{}"
RearCam_Female_Spectacles_100percentEyeState_000002.jpg,3351161,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",20,4,"{""name"":""point"",""cx"":1590,""cy"":1501}","{}"
RearCam_Female_Spectacles_100percentEyeState_000002.jpg,3351161,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",20,5,"{""name"":""point"",""cx"":1635,""cy"":1492}","{}"
RearCam_Female_Spectacles_100percentEyeState_000002.jpg,3351161,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",20,6,"{""name"":""point"",""cx"":1511,""cy"":1522}","{}"
RearCam_Female_Spectacles_100percentEyeState_000002.jpg,3351161,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",20,7,"{""name"":""point"",""cx"":1549,""cy"":1524}","{}"
RearCam_Female_Spectacles_100percentEyeState_000002.jpg,3351161,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",20,8,"{""name"":""point"",""cx"":1588,""cy"":1527}","{}"
RearCam_Female_Spectacles_100percentEyeState_000002.jpg,3351161,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",20,9,"{""name"":""point"",""cx"":1635,""cy"":1519}","{}"
RearCam_Female_Spectacles_100percentEyeState_000002.jpg,3351161,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",20,10,"{""name"":""point"",""cx"":2192,""cy"":1489}","{}"
RearCam_Female_Spectacles_100percentEyeState_000002.jpg,3351161,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",20,11,"{""name"":""point"",""cx"":2579,""cy"":1456}","{}"
RearCam_Female_Spectacles_100percentEyeState_000002.jpg,3351161,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",20,12,"{""name"":""point"",""cx"":2278,""cy"":1489}","{}"
RearCam_Female_Spectacles_100percentEyeState_000002.jpg,3351161,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",20,13,"{""name"":""point"",""cx"":2349,""cy"":1501}","{}"
RearCam_Female_Spectacles_100percentEyeState_000002.jpg,3351161,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",20,14,"{""name"":""point"",""cx"":2396,""cy"":1499}","{}"
RearCam_Female_Spectacles_100percentEyeState_000002.jpg,3351161,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",20,15,"{""name"":""point"",""cx"":2437,""cy"":1497}","{}"
